MSISDN,Selected_Action,ActionType,Propensity,MonthlyValueQAR,Churn_Prob,Data_Usage_Pct,Overage_Months,Days_To_Renewal,LTV_Band,Usage_Trend,Upgrade_Eligible,Sentiment,Loyalty_Tier,Consent_Flag,Network_Issue_Flag,Device_Type,msisdn,guard_status,p_baseline,p_nbx
97455880201,Device_Upgrade_iPhone,Upsell,0.2908,280,0.424,68.7,3,112,MED,Rising,1,Positive,None,1,0,Feature Phone,97455880201,APPROVED,0.24717999999999998,0.34852380000000005
97455261404,Device_Upgrade_iPhone,Upsell,0.2214,280,0.264,67.1,0,40,MED,Stable,1,Neutral,None,1,0,Smartphone,97455261404,APPROVED,0.18819,0.25029270000000003
97458268376,Device_Upgrade_iPhone,Upsell,0.2577,280,0.305,71.9,0,28,MED,Falling,1,Neutral,None,1,0,Smartphone,97458268376,APPROVED,0.219045,0.29132985000000006
97453402780,Device_Upgrade_iPhone,Upsell,0.2948,280,0.235,75.1,3,26,LOW,Rising,1,Neutral,None,1,0,Feature Phone,97453402780,APPROVED,0.25058,0.37837580000000015
97459583954,1GB_plus_100mins,NBO,0.1337,40,0.303,42.5,3,273,LOW,Falling,0,Neutral,None,1,0,Smartphone,97459583954,APPROVED,0.11364500000000001,0.14432915000000004
97453984120,Device_Upgrade_iPhone,Upsell,0.2463,280,0.016,98.8,2,86,LOW,Falling,0,Neutral,Gold,1,0,Smartphone,97453984120,REVIEW_CREDIT,0.20935499999999999,0.26378730000000006
97455905039,10GB_Aggressive_HVC,Retention,0.1916,120,0.672,35.4,0,124,LOW,Stable,1,Negative,None,1,0,Tablet,97455905039,SOFTENED,0.16285999999999998,0.2052036
97455686051,Device_Upgrade_iPhone,Upsell,0.2812,280,0.241,22.9,0,9,HIGH,Falling,1,Positive,Silver,1,0,Smartphone,97455686051,APPROVED,0.23902,0.3178966000000001
97458648000,10GB_Aggressive_HVC,Retention,0.336,120,0.761,15.6,2,291,MED,Stable,1,Neutral,None,1,0,Smartphone,97458648000,APPROVED,0.2856,0.3912720000000001
97454950202,Device_Upgrade_iPhone,Upsell,0.3648,280,0.293,91.7,3,34,HIGH,Falling,0,Positive,None,1,0,Router/MiFi,97454950202,APPROVED,0.31008,0.4248096000000001
97453561030,1GB_plus_100mins,NBO,0.1365,40,0.087,52.2,3,334,MED,Stable,0,Positive,Gold,1,0,Smartphone,97453561030,APPROVED,0.116025,0.15199275000000004
97451194508,5G_Unlimited_Upgrade,Upsell,0.1856,200,0.528,77.5,0,340,MED,Stable,0,Neutral,None,1,0,Smartphone,97451194508,APPROVED,0.15775999999999998,0.181424
97454273103,Device_Upgrade_iPhone,Upsell,0.2314,280,0.266,30.6,2,237,MED,Stable,1,Neutral,Silver,1,0,Smartphone,97454273103,APPROVED,0.19669,0.2655315000000001
97458436626,10GB_Aggressive_HVC,Retention,0.3095,120,0.768,56.0,0,249,LOW,Stable,1,Neutral,Silver,1,0,Smartphone,97458436626,SOFTENED,0.263075,0.31569
97451089245,Device_Upgrade_iPhone,Upsell,0.3419,280,0.373,110.2,0,98,HIGH,Falling,0,Neutral,Gold,1,0,Smartphone,97451089245,APPROVED,0.29061499999999996,0.38070565
97459065446,Loyalty_Points_2x,Retention,0.3051,0,1.0,69.9,1,275,LOW,Stable,1,Positive,None,1,0,Smartphone,97459065446,SOFTENED,0.259335,0.3423222000000001
97455885443,Device_Upgrade_iPhone,Upsell,0.2012,280,0.365,73.2,2,344,MED,Stable,1,Neutral,Gold,0,1,Router/MiFi,97455885443,APPROVED,0.17101999999999998,0.17101999999999998
97452262241,Device_Upgrade_iPhone,Upsell,0.2084,280,0.288,22.9,3,88,HIGH,Falling,1,Positive,Gold,1,0,Tablet,97452262241,APPROVED,0.17714,0.24622460000000004
97453719613,Device_Upgrade_iPhone,Upsell,0.247,280,0.156,35.9,2,53,MED,Rising,0,Neutral,Silver,1,0,Smartphone,97453719613,APPROVED,0.20995,0.30022850000000006
97455986324,Device_Upgrade_iPhone,Upsell,0.1881,280,0.587,29.8,3,317,HIGH,Rising,0,Neutral,Silver,0,0,Feature Phone,97455986324,APPROVED,0.159885,0.159885
97453841229,10GB_Aggressive_HVC,Retention,0.4042,120,0.965,3.2,0,191,HIGH,Stable,0,Neutral,None,1,0,Smartphone,97453841229,APPROVED,0.34357,0.4294625000000001
97451977181,Device_Upgrade_iPhone,Upsell,0.1729,280,0.316,68.5,0,285,MED,Stable,1,Negative,Silver,1,0,Smartphone,97451977181,APPROVED,0.14696499999999998,0.18958485000000003
97456993899,Roaming_Daily_Pass,CrossSell,0.2688,60,0.37,40.0,0,125,MED,Stable,0,Neutral,Gold,1,1,Smartphone,97456993899,APPROVED,0.22848,0.28788480000000005
97457050160,Device_Upgrade_iPhone,Upsell,0.2114,280,0.314,58.9,3,182,MED,Falling,1,Neutral,Platinum,1,0,Router/MiFi,97457050160,APPROVED,0.17969,0.24976910000000005
97452069868,Device_Upgrade_iPhone,Upsell,0.2577,280,0.242,33.8,1,206,HIGH,Rising,1,Positive,None,0,0,Smartphone,97452069868,APPROVED,0.219045,0.219045
97453531103,10GB_Aggressive_HVC,Retention,0.4647,120,0.643,56.2,2,175,HIGH,Stable,1,Neutral,Silver,1,0,Router/MiFi,97453531103,APPROVED,0.394995,0.5411431500000001
97453194859,Device_Upgrade_iPhone,Upsell,0.2692,280,0.225,49.6,0,276,HIGH,Rising,1,Neutral,Silver,0,0,Smartphone,97453194859,APPROVED,0.22882,0.22882
97456934803,Device_Upgrade_iPhone,Upsell,0.1883,280,0.382,46.2,3,48,MED,Rising,0,Positive,None,1,0,Smartphone,97456934803,APPROVED,0.160055,0.22887865000000007
97457572659,Device_Upgrade_iPhone,Upsell,0.2427,280,0.108,101.0,2,169,MED,Stable,0,Neutral,None,0,0,Smartphone,97457572659,APPROVED,0.206295,0.206295
97457542950,Device_Upgrade_iPhone,Upsell,0.1835,280,0.101,72.0,1,336,MED,Falling,1,Negative,None,1,0,Smartphone,97457542950,APPROVED,0.155975,0.21992475000000006
97459448850,10GB_Aggressive_HVC,Retention,0.2383,120,0.192,9.9,2,33,LOW,Falling,0,Positive,Silver,1,0,Smartphone,97459448850,APPROVED,0.202555,0.27750035000000006
97457917826,10GB_Aggressive_HVC,Retention,0.2946,120,0.578,37.3,2,56,MED,Stable,0,Positive,None,1,0,Smartphone,97457917826,APPROVED,0.25040999999999997,0.3430617
97453886114,Device_Upgrade_iPhone,Upsell,0.3279,280,0.094,99.7,0,55,MED,Falling,1,Positive,Gold,1,0,Smartphone,97453886114,APPROVED,0.278715,0.4152853500000001
97451969668,Device_Upgrade_iPhone,Upsell,0.3015,280,0.443,36.9,3,41,MED,Rising,1,Neutral,None,1,0,Smartphone,97451969668,APPROVED,0.256275,0.3869752500000001
97456531784,Device_Upgrade_iPhone,Upsell,0.3277,280,0.308,82.9,0,272,LOW,Stable,0,Positive,None,1,0,Smartphone,97456531784,APPROVED,0.278545,0.35375215000000004
97459244105,10GB_Aggressive_HVC,Retention,0.2615,120,0.127,54.7,3,54,HIGH,Stable,0,Positive,Silver,1,0,Smartphone,97459244105,APPROVED,0.222275,0.30451675000000006
97459776396,Device_Upgrade_iPhone,Upsell,0.2922,280,0.251,104.7,3,234,MED,Stable,0,Neutral,Gold,1,0,Smartphone,97459776396,APPROVED,0.24837,0.32536470000000006
97453071925,1GB_plus_100mins,NBO,0.1618,40,0.074,61.9,2,247,MED,Stable,0,Neutral,Platinum,1,0,Feature Phone,97453071925,APPROVED,0.13752999999999999,0.18016430000000003
97453128098,Device_Upgrade_iPhone,Upsell,0.3324,280,0.118,53.7,0,59,MED,Rising,1,Positive,None,1,0,Smartphone,97453128098,APPROVED,0.28253999999999996,0.39273060000000004
97451336712,Device_Upgrade_iPhone,Upsell,0.3713,280,0.211,30.6,3,45,MED,Rising,1,Positive,None,1,0,Smartphone,97451336712,APPROVED,0.315605,0.47656355000000017
97452271359,Device_Upgrade_iPhone,Upsell,0.2722,280,0.077,90.8,0,44,LOW,Falling,1,Positive,Gold,0,0,Smartphone,97452271359,APPROVED,0.23137,0.23137
97455993671,Device_Upgrade_iPhone,Upsell,0.4114,280,0.363,95.6,3,145,MED,Rising,1,Positive,Gold,0,0,Smartphone,97455993671,APPROVED,0.34969,0.34969
97455921229,Device_Upgrade_iPhone,Upsell,0.4426,280,0.246,29.9,3,38,HIGH,Falling,1,Neutral,None,1,1,Feature Phone,97455921229,APPROVED,0.37621,0.5304561000000001
97454338300,Device_Upgrade_iPhone,Upsell,0.2376,280,0.233,64.8,3,22,MED,Rising,0,Neutral,None,1,0,IoT,97454338300,APPROVED,0.20196,0.2888028000000001
97453789598,10GB_Aggressive_HVC,Retention,0.4132,120,0.819,100.5,3,291,HIGH,Falling,1,Neutral,None,1,1,Feature Phone,97453789598,APPROVED,0.35122,0.5057568000000001
97458468106,Device_Upgrade_iPhone,Upsell,0.332,280,0.311,3.4,1,124,HIGH,Rising,1,Neutral,None,1,0,Smartphone,97458468106,APPROVED,0.2822,0.3979020000000001
97455140304,Device_Upgrade_iPhone,Upsell,0.4788,280,0.516,95.0,3,52,LOW,Rising,1,Neutral,Gold,1,0,Smartphone,97455140304,APPROVED,0.40698,0.630819
97458274262,Device_Upgrade_iPhone,Upsell,0.3155,280,0.403,51.0,2,68,MED,Rising,1,Positive,None,1,0,Smartphone,97458274262,APPROVED,0.268175,0.37812675000000007
97459668905,Device_Upgrade_iPhone,Upsell,0.4832,280,0.363,92.7,3,68,MED,Rising,1,Neutral,None,1,0,Smartphone,97459668905,APPROVED,0.41072000000000003,0.5791152000000002
97453854249,10GB_Aggressive_HVC,Retention,0.2843,120,0.198,77.2,2,42,HIGH,Stable,0,Neutral,Silver,1,0,Smartphone,97453854249,APPROVED,0.24165499999999998,0.33106735000000004
97452824644,1GB_plus_100mins,NBO,0.1757,40,0.48,31.3,3,270,MED,Stable,0,Positive,None,0,1,Smartphone,97452824644,APPROVED,0.149345,0.149345
97459576093,Home_Free_OoredooTV,CrossSell,0.1524,150,0.412,25.4,1,270,HIGH,Falling,0,Neutral,Gold,1,0,Router/MiFi,97459576093,APPROVED,0.12954000000000002,0.16969740000000005
97456713479,10GB_Aggressive_HVC,Retention,0.2104,120,0.107,58.4,2,40,HIGH,Rising,0,Neutral,Silver,0,0,Smartphone,97456713479,APPROVED,0.17884,0.17884
97453618260,Device_Upgrade_iPhone,Upsell,0.2773,280,0.049,59.1,3,294,HIGH,Falling,1,Positive,None,1,0,Smartphone,97453618260,APPROVED,0.235705,0.31820175000000006
97456596739,Loyalty_Points_2x,Retention,0.2097,0,0.561,58.9,2,97,HIGH,Stable,1,Neutral,Gold,1,1,Smartphone,97456596739,APPROVED,0.178245,0.24597810000000003
97455635513,Device_Upgrade_iPhone,Upsell,0.2187,280,0.177,52.5,2,251,MED,Rising,1,Neutral,Silver,1,0,Smartphone,97455635513,APPROVED,0.185895,0.2621119500000001
97459149788,Device_Upgrade_iPhone,Upsell,0.3043,280,0.297,86.3,2,97,LOW,Falling,0,Positive,Gold,1,0,Feature Phone,97459149788,APPROVED,0.258655,0.3388380500000001
97453303685,Device_Upgrade_iPhone,Upsell,0.2292,280,0.461,56.4,0,57,MED,Stable,1,Positive,Silver,1,0,Feature Phone,97453303685,APPROVED,0.19482,0.2591106
97459922444,Device_Upgrade_iPhone,Upsell,0.2275,280,0.189,52.9,2,36,MED,Stable,1,Positive,Silver,1,1,Smartphone,97459922444,APPROVED,0.193375,0.27265875000000006
97459424391,Device_Upgrade_iPhone,Upsell,0.294,280,0.453,89.2,3,268,LOW,Falling,1,Positive,Platinum,0,0,Smartphone,97459424391,APPROVED,0.24989999999999998,0.24989999999999998
97452626317,Device_Upgrade_iPhone,Upsell,0.3395,280,0.591,90.3,1,27,LOW,Falling,1,Positive,Platinum,1,0,Smartphone,97452626317,APPROVED,0.288575,0.4299767500000002
97452481470,Loyalty_Points_2x,Retention,0.2224,0,0.287,25.2,3,97,HIGH,Stable,0,Neutral,None,1,0,Smartphone,97452481470,APPROVED,0.18903999999999999,0.24008080000000004
97455798410,Device_Upgrade_iPhone,Upsell,0.1565,280,0.383,68.9,1,10,LOW,Stable,1,Negative,None,1,0,Smartphone,97455798410,APPROVED,0.133025,0.20086775000000007
97451404195,Device_Upgrade_iPhone,Upsell,0.299,280,0.147,12.7,3,59,LOW,Rising,1,Neutral,Gold,1,0,Router/MiFi,97451404195,APPROVED,0.25415,0.3939325
97453689181,Device_Upgrade_iPhone,Upsell,0.1497,280,0.532,52.1,1,197,LOW,Stable,1,Positive,None,0,0,Smartphone,97453689181,APPROVED,0.127245,0.127245
97454915873,10GB_Aggressive_HVC,Retention,0.3622,120,0.831,27.6,2,221,HIGH,Falling,1,Neutral,Platinum,1,0,Smartphone,97454915873,APPROVED,0.30787000000000003,0.43409670000000017
97459724358,Device_Upgrade_iPhone,Upsell,0.4616,280,0.592,84.1,3,312,HIGH,Falling,1,Neutral,Silver,1,0,Smartphone,97459724358,APPROVED,0.39236,0.5296860000000001
97459931379,Loyalty_Points_2x,Retention,0.2753,0,1.0,16.2,2,260,MED,Stable,0,Neutral,None,1,0,Smartphone,97459931379,APPROVED,0.234005,0.3205868500000001
97452363859,5G_Unlimited_Upgrade,Upsell,0.4446,200,0.103,81.6,3,7,HIGH,Rising,0,Neutral,None,1,0,Smartphone,97452363859,APPROVED,0.37790999999999997,0.5404113000000001
97459025094,Device_Upgrade_iPhone,Upsell,0.1938,280,0.067,19.6,0,304,LOW,Rising,0,Neutral,None,1,0,Smartphone,97459025094,APPROVED,0.16473,0.1993233
97451818359,Device_Upgrade_iPhone,Upsell,0.2285,280,0.216,62.3,1,164,MED,Falling,1,Neutral,Gold,1,0,Smartphone,97451818359,APPROVED,0.194225,0.2699727500000001
97457737471,Device_Upgrade_iPhone,Upsell,0.2988,280,0.47,80.0,0,20,MED,Stable,1,Neutral,Gold,1,0,Smartphone,97457737471,APPROVED,0.25398,0.3784302000000001
97458610783,Device_Upgrade_iPhone,Upsell,0.2208,280,0.367,46.3,1,207,MED,Rising,1,Neutral,None,1,1,Smartphone,97458610783,APPROVED,0.18767999999999999,0.25712160000000006
97459017131,Device_Upgrade_iPhone,Upsell,0.4355,280,0.424,112.8,2,103,MED,Stable,1,Positive,Platinum,1,0,Smartphone,97459017131,APPROVED,0.370175,0.5145432500000001
97453010761,Device_Upgrade_iPhone,Upsell,0.3457,280,0.296,87.3,0,65,HIGH,Falling,0,Positive,Silver,1,0,IoT,97453010761,APPROVED,0.293845,0.3731831500000001
97459041018,10GB_Aggressive_HVC,Retention,0.2479,120,0.228,66.7,2,7,MED,Rising,0,Positive,None,1,1,Smartphone,97459041018,APPROVED,0.210715,0.3034296000000001
97452043828,Device_Upgrade_iPhone,Upsell,0.2322,280,0.151,40.5,1,41,MED,Falling,1,Neutral,None,1,0,Tablet,97452043828,APPROVED,0.19737,0.28618650000000007
97455669724,Device_Upgrade_iPhone,Upsell,0.4222,280,0.45,101.7,0,12,MED,Stable,1,Neutral,Silver,1,0,Smartphone,97455669724,APPROVED,0.35887,0.5203615000000001
97455225907,Device_Upgrade_iPhone,Upsell,0.2239,280,0.574,60.3,0,69,HIGH,Stable,1,Neutral,None,1,0,Tablet,97455225907,APPROVED,0.19031499999999998,0.23408745000000003
97453843361,1GB_plus_100mins,NBO,0.1524,40,0.411,40.8,2,176,MED,Stable,0,Neutral,None,1,0,Smartphone,97453843361,APPROVED,0.12954000000000002,0.16451580000000005
97451199027,1GB_plus_100mins,NBO,0.133,40,0.245,26.0,1,341,LOW,Stable,0,Neutral,Gold,1,0,Smartphone,97451199027,APPROVED,0.11305,0.14809550000000002
97457948111,10GB_Aggressive_HVC,Retention,0.2733,120,0.109,36.1,1,45,HIGH,Stable,0,Neutral,None,1,0,Smartphone,97457948111,APPROVED,0.23230499999999998,0.31825785000000006
97454020252,Device_Upgrade_iPhone,Upsell,0.2117,280,0.234,38.6,1,14,MED,Falling,1,Neutral,Silver,1,0,Smartphone,97454020252,APPROVED,0.179945,0.2609202500000001
97456954950,Device_Upgrade_iPhone,Upsell,0.221,280,0.393,70.2,0,64,MED,Stable,1,Neutral,Silver,0,0,Smartphone,97456954950,REVIEW_CREDIT,0.18785,0.18785
97454691978,Device_Upgrade_iPhone,Upsell,0.3293,280,0.514,85.5,2,96,HIGH,Falling,1,Negative,Gold,1,0,Smartphone,97454691978,APPROVED,0.27990499999999996,0.40586225000000004
97454362919,Device_Upgrade_iPhone,Upsell,0.2381,280,0.409,40.7,2,53,MED,Stable,1,Neutral,None,1,0,Smartphone,97454362919,APPROVED,0.202385,0.2934582500000001
97458976662,Retention_Save_25pct,Retention,0.4164,90,0.782,70.7,3,2,LOW,Rising,0,Neutral,None,1,1,Smartphone,97458976662,SOFTENED,0.35394,0.5273706000000001
97451850199,Device_Upgrade_iPhone,Upsell,0.2214,280,0.359,35.3,3,79,LOW,Falling,1,Neutral,None,1,1,IoT,97451850199,APPROVED,0.18819,0.24652890000000005
97457629555,Device_Upgrade_iPhone,Upsell,0.3203,280,0.458,36.9,0,218,LOW,Rising,1,Neutral,None,1,0,Smartphone,97457629555,APPROVED,0.27225499999999997,0.35120895
97457721105,Device_Upgrade_iPhone,Upsell,0.2186,280,0.437,54.0,0,177,MED,Stable,1,Positive,Silver,1,1,Smartphone,97457721105,APPROVED,0.18580999999999998,0.2211139
97454419922,Device_Upgrade_iPhone,Upsell,0.246,280,0.246,29.2,3,87,LOW,Rising,1,Positive,Gold,1,1,Smartphone,97454419922,APPROVED,0.20909999999999998,0.29483100000000007
97453362144,Device_Upgrade_iPhone,Upsell,0.2355,280,0.217,30.7,0,55,HIGH,Falling,1,Neutral,Gold,1,0,Feature Phone,97453362144,APPROVED,0.200175,0.27423975000000006
97451047763,Device_Upgrade_iPhone,Upsell,0.3304,280,0.271,51.6,2,315,HIGH,Falling,1,Neutral,None,1,1,Smartphone,97451047763,APPROVED,0.28084000000000003,0.3679004000000001
97459431317,Device_Upgrade_iPhone,Upsell,0.2249,280,0.537,17.5,1,272,MED,Stable,1,Neutral,Silver,1,0,Router/MiFi,97459431317,APPROVED,0.19116499999999997,0.25807275
97459529582,Device_Upgrade_iPhone,Upsell,0.2438,280,0.355,3.7,0,273,HIGH,Rising,0,Neutral,None,1,0,Smartphone,97459529582,APPROVED,0.20723,0.25074830000000004
97453168734,10GB_Aggressive_HVC,Retention,0.2184,120,0.4,72.4,2,56,LOW,Falling,0,Neutral,Silver,1,0,Smartphone,97453168734,APPROVED,0.18564,0.2543268000000001
97451287199,1GB_plus_100mins,NBO,0.1304,40,0.337,64.2,3,285,LOW,Stable,0,Positive,Silver,1,0,Smartphone,97451287199,APPROVED,0.11083999999999998,0.1407668
97452104821,Device_Upgrade_iPhone,Upsell,0.2493,280,0.462,68.1,3,67,MED,Stable,1,Neutral,None,1,0,Smartphone,97452104821,APPROVED,0.21190499999999998,0.28607175000000007
97451608785,Device_Upgrade_iPhone,Upsell,0.2375,280,0.585,56.5,0,195,LOW,Stable,1,Neutral,Silver,1,0,IoT,97451608785,APPROVED,0.201875,0.24830625000000003
97458480013,Device_Upgrade_iPhone,Upsell,0.3362,280,0.044,92.5,1,204,LOW,Stable,0,Neutral,Silver,1,0,Smartphone,97458480013,APPROVED,0.28576999999999997,0.3629279
97459027202,Device_Upgrade_iPhone,Upsell,0.3756,280,0.387,99.2,3,260,HIGH,Stable,0,Neutral,None,1,0,Smartphone,97459027202,APPROVED,0.31926,0.40546020000000005
97452379558,1GB_plus_100mins,NBO,0.1479,40,0.349,50.8,1,233,MED,Stable,0,Neutral,Gold,1,0,Smartphone,97452379558,APPROVED,0.125715,0.16468665000000002
97457720654,Device_Upgrade_iPhone,Upsell,0.2001,280,0.534,62.4,2,224,MED,Rising,0,Positive,None,1,0,Smartphone,97457720654,APPROVED,0.170085,0.22621305000000003
97452613414,Device_Upgrade_iPhone,Upsell,0.1904,280,0.258,17.2,1,182,MED,Stable,1,Neutral,Silver,0,0,Smartphone,97452613414,REVIEW_CREDIT,0.16184,0.16184
97454304880,10GB_Aggressive_HVC,Retention,0.1446,120,0.564,63.3,1,324,LOW,Falling,0,Negative,None,1,0,Smartphone,97454304880,APPROVED,0.12291,0.16347030000000004
97456394444,1GB_plus_100mins,NBO,0.1742,40,0.068,35.6,0,176,HIGH,Falling,0,Positive,None,1,0,Smartphone,97456394444,APPROVED,0.14806999999999998,0.1702805
97457479340,Device_Upgrade_iPhone,Upsell,0.3232,280,0.142,83.4,2,25,HIGH,Stable,0,Positive,None,1,1,Feature Phone,97457479340,APPROVED,0.27471999999999996,0.3653776
97458871057,Device_Upgrade_iPhone,Upsell,0.2761,280,0.174,60.0,2,46,MED,Rising,1,Neutral,Silver,1,0,Smartphone,97458871057,APPROVED,0.234685,0.3543743500000001
97451403063,200mins_Upsell,Upsell,0.2924,35,0.365,80.6,3,16,MED,Rising,0,Positive,Gold,1,1,Smartphone,97451403063,APPROVED,0.24853999999999998,0.35541220000000007
97452767911,Device_Upgrade_iPhone,Upsell,0.3802,280,0.372,15.4,3,15,MED,Rising,1,Neutral,None,1,0,Router/MiFi,97452767911,APPROVED,0.32316999999999996,0.4879867000000001
97453524577,Device_Upgrade_iPhone,Upsell,0.2065,280,0.353,25.7,3,91,HIGH,Falling,1,Neutral,None,1,1,Smartphone,97453524577,APPROVED,0.175525,0.22993775000000002
97453792912,Device_Upgrade_iPhone,Upsell,0.1879,280,0.143,74.3,3,240,HIGH,Falling,1,Neutral,Silver,0,0,Smartphone,97453792912,APPROVED,0.159715,0.159715
97459982249,Device_Upgrade_iPhone,Upsell,0.3017,280,0.423,50.7,1,78,HIGH,Rising,1,Neutral,None,1,0,Smartphone,97459982249,APPROVED,0.25644500000000003,0.36158745000000014
97457996642,1GB_plus_100mins,NBO,0.1664,40,0.122,51.3,2,189,HIGH,Stable,0,Positive,Silver,1,0,Smartphone,97457996642,APPROVED,0.14143999999999998,0.1796288
97453883754,Device_Upgrade_iPhone,Upsell,0.2845,280,0.193,67.3,3,317,LOW,Rising,1,Neutral,None,1,0,Smartphone,97453883754,REVIEW_CREDIT,0.24182499999999998,0.32888200000000006
97459746436,Device_Upgrade_iPhone,Upsell,0.1761,280,0.394,25.9,1,332,LOW,Stable,1,Positive,Silver,0,1,Smartphone,97459746436,APPROVED,0.149685,0.149685
97455493762,10GB_Aggressive_HVC,Retention,0.2619,120,0.39,73.9,0,3,MED,Stable,0,Neutral,None,1,0,Smartphone,97455493762,APPROVED,0.222615,0.27826875000000006
97455506670,Device_Upgrade_iPhone,Upsell,0.1975,280,0.319,79.5,0,28,MED,Falling,1,Neutral,None,0,1,Smartphone,97455506670,APPROVED,0.167875,0.167875
97454903289,Device_Upgrade_iPhone,Upsell,0.2228,280,0.254,37.9,0,345,MED,Stable,1,Positive,None,1,0,Smartphone,97454903289,APPROVED,0.18938,0.23293740000000002
97452295077,Device_Upgrade_iPhone,Upsell,0.2319,280,0.247,21.7,3,116,MED,Stable,1,Neutral,None,1,1,Feature Phone,97452295077,APPROVED,0.19711499999999998,0.25822065000000005
97459409351,Device_Upgrade_iPhone,Upsell,0.3528,280,0.152,79.9,2,141,MED,Rising,1,Neutral,Silver,1,0,Smartphone,97459409351,APPROVED,0.29988,0.42283080000000006
97451125426,1GB_plus_100mins,NBO,0.1429,40,0.295,41.4,1,357,LOW,Stable,0,Positive,None,1,0,IoT,97451125426,APPROVED,0.12146499999999999,0.15426055000000002
97452568506,Device_Upgrade_iPhone,Upsell,0.2521,280,0.108,39.1,0,27,LOW,Stable,1,Positive,Silver,1,0,Smartphone,97452568506,APPROVED,0.21428499999999998,0.28499905000000003
97453066904,Device_Upgrade_iPhone,Upsell,0.4392,280,0.202,95.3,0,26,MED,Rising,1,Positive,Platinum,0,0,Smartphone,97453066904,APPROVED,0.37332,0.37332
97453513677,Device_Upgrade_iPhone,Upsell,0.2024,280,0.236,39.6,3,313,LOW,Rising,0,Positive,Silver,1,0,Smartphone,97453513677,APPROVED,0.17204,0.22881320000000005
97452186399,5G_Unlimited_Upgrade,Upsell,0.1977,200,0.079,80.5,0,198,MED,Stable,0,Positive,Silver,1,0,Smartphone,97452186399,APPROVED,0.16804499999999997,0.21341715
97451161652,10GB_Aggressive_HVC,Retention,0.2309,120,0.025,24.6,1,35,MED,Stable,0,Neutral,None,1,0,Smartphone,97451161652,APPROVED,0.196265,0.26888305000000007
97457098927,Device_Upgrade_iPhone,Upsell,0.3326,280,0.276,80.5,2,133,MED,Stable,1,Neutral,Platinum,1,0,Smartphone,97457098927,APPROVED,0.28271,0.3929669000000001
97459723788,Device_Upgrade_iPhone,Upsell,0.3756,280,0.554,98.6,1,139,MED,Falling,1,Neutral,Silver,1,0,IoT,97459723788,APPROVED,0.31926,0.4310010000000001
97452096492,Device_Upgrade_iPhone,Upsell,0.2582,280,0.398,25.5,2,27,LOW,Stable,1,Neutral,None,1,1,Smartphone,97452096492,APPROVED,0.21946999999999997,0.3094527
97453668816,Device_Upgrade_iPhone,Upsell,0.2914,280,0.234,87.4,1,281,MED,Falling,1,Neutral,None,0,0,Smartphone,97453668816,APPROVED,0.24769,0.24769
97455556968,Device_Upgrade_iPhone,Upsell,0.4973,280,0.369,92.6,2,40,MED,Falling,0,Neutral,None,1,0,Smartphone,97455556968,APPROVED,0.422705,0.5791058500000001
97459347520,Device_Upgrade_iPhone,Upsell,0.2763,280,0.554,81.4,1,332,MED,Rising,0,Neutral,Gold,1,0,Smartphone,97459347520,APPROVED,0.23485499999999998,0.32175135000000005
97457248361,Device_Upgrade_iPhone,Upsell,0.5223,280,0.357,45.4,3,10,MED,Rising,1,Neutral,Gold,1,0,Smartphone,97457248361,APPROVED,0.443955,0.68813025
97457895692,Device_Upgrade_iPhone,Upsell,0.3392,280,0.26,61.3,0,293,HIGH,Rising,1,Positive,Silver,1,0,Smartphone,97457895692,APPROVED,0.28832,0.3719328000000001
97456230048,Device_Upgrade_iPhone,Upsell,0.4775,280,0.767,111.5,3,274,MED,Rising,1,Neutral,None,1,0,Smartphone,97456230048,REVIEW_CREDIT,0.405875,0.5519900000000001
97454753321,Device_Upgrade_iPhone,Upsell,0.3678,280,0.184,87.3,1,8,HIGH,Stable,0,Neutral,Silver,1,1,Smartphone,97454753321,APPROVED,0.31263,0.4157979000000001
97452797980,Device_Upgrade_iPhone,Upsell,0.2921,280,0.496,70.3,1,24,MED,Stable,1,Neutral,None,1,1,Smartphone,97452797980,APPROVED,0.248285,0.3500818500000001
97458778828,Device_Upgrade_iPhone,Upsell,0.2736,280,0.143,17.2,0,68,MED,Rising,1,Neutral,None,1,0,Smartphone,97458778828,APPROVED,0.23256,0.30000240000000006
97458237119,Device_Upgrade_iPhone,Upsell,0.3184,280,0.38,89.2,0,12,MED,Stable,0,Neutral,Silver,0,0,Smartphone,97458237119,APPROVED,0.27064,0.27064
97451225911,Device_Upgrade_iPhone,Upsell,0.3424,280,0.534,105.8,0,76,LOW,Falling,0,Positive,Silver,1,0,Smartphone,97451225911,APPROVED,0.29103999999999997,0.3696208
97457438663,Device_Upgrade_iPhone,Upsell,0.2157,280,0.45,55.0,2,268,MED,Falling,1,Neutral,None,1,0,Smartphone,97457438663,APPROVED,0.183345,0.24751575000000006
97451759492,Device_Upgrade_iPhone,Upsell,0.2664,280,0.198,56.8,3,9,HIGH,Falling,1,Neutral,Silver,1,0,Smartphone,97451759492,APPROVED,0.22644,0.3283380000000001
97457650855,10GB_Aggressive_HVC,Retention,0.235,120,0.448,67.5,2,34,MED,Stable,0,Neutral,None,1,1,Smartphone,97457650855,APPROVED,0.19974999999999998,0.28764000000000006
