msisdn,action,action_type,propensity,channel,rationale_WHY,message_HOW,guard_status,gen_source
97455902666,10GB_Aggressive_HVC,Retention,0.1208,Push,Customer exceeded the data cap in 1 of the last 3 months.,"Based on your recent usage, our 10GB Aggressive HVC keeps you covered - tap to activate.",APPROVED,offline
97451876031,Data_AddOn_5GB,NBO,0.2123,SMS,"Customer is 42 days from renewal, logged a recent complaint.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457232739,Data_AddOn_5GB,NBO,0.2279,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452270896,Retention_Save_25pct,Retention,0.2199,SMS,"Customer exceeded the data cap in 3 of the last 3 months, is 23 days from renewal.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 23 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97452059622,Data_AddOn_5GB,NBO,0.1259,Call,Customer exceeded the data cap in 3 of the last 3 months.,AGENT: Customer exceeded the data cap in 3 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97455422375,Retention_Save_25pct,Retention,0.2038,Call,"Customer exceeded the data cap in 3 of the last 3 months, is 41 days from renewal.","AGENT: Customer exceeded the data cap in 3 of the last 3 months, is 41 days from renewal. Recommend: Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 41 days - switch with no penalty.",APPROVED,offline
97451378165,Data_AddOn_5GB,NBO,0.1484,Push,"Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97455131479,Data_AddOn_5GB,NBO,0.2342,Push,Customer exceeded the data cap in 1 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451415008,Data_AddOn_5GB,NBO,0.2554,Push,Customer is an active Mass customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97452631993,Data_AddOn_5GB,NBO,0.2196,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454351278,Data_AddOn_5GB,NBO,0.2701,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 53 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453342035,10GB_Aggressive_HVC,Retention,0.3166,Call,"Customer exceeded the data cap in 1 of the last 3 months, shows elevated churn risk.","AGENT: Customer exceeded the data cap in 1 of the last 3 months, shows elevated churn risk. Recommend: Based on your recent usage, our 10GB Aggressive HVC keeps you covered.",APPROVED,offline
97458978450,Data_AddOn_5GB,NBO,0.2207,Push,Customer is 38 days from renewal.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97456703394,Data_AddOn_5GB,NBO,0.242,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 17 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458240947,Data_AddOn_5GB,NBO,0.2092,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97453768362,Data_AddOn_5GB,NBO,0.2091,SMS,Customer is an active Mass customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452170365,Data_AddOn_5GB,NBO,0.1816,Call,"Customer exceeded the data cap in 2 of the last 3 months, is 57 days from renewal.","AGENT: Customer exceeded the data cap in 2 of the last 3 months, is 57 days from renewal. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97456931161,Data_AddOn_5GB,NBO,0.137,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457790593,Data_AddOn_5GB,NBO,0.2815,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455851188,10GB_Aggressive_HVC,Retention,0.3102,Push,Customer is 26 days from renewal.,"Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 26 days - switch with no pe",APPROVED,offline
97453721864,Data_AddOn_5GB,NBO,0.2617,SMS,Customer is 55 days from renewal.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454947208,Data_AddOn_5GB,NBO,0.1856,Email,Customer exceeded the data cap in 2 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 2 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97457984720,5G_Unlimited_Upgrade,Upsell,0.1368,Push,"Customer exceeded the data cap in 2 of the last 3 months, is 54 days from renewal.",You're using 75% of your data - 5G Unlimited Upgrade gives you more headroom - tap to activate.,APPROVED,offline
97458733308,Retention_Save_25pct,Retention,0.2404,Push,Customer is 14 days from renewal.,"Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 14 days - switch with no p",APPROVED,offline
97454875754,5G_Unlimited_Upgrade,Upsell,0.1464,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 29 days from renewal.",Hi! You're using 76% of your data - 5G Unlimited Upgrade gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97453704999,Data_AddOn_5GB,NBO,0.2059,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97456298217,Retention_Save_25pct,Retention,0.3465,Push,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk.","Based on your recent usage, our Retention Save 25pct keeps you covered - tap to activate.",APPROVED,offline
97452324070,Retention_Save_25pct,Retention,0.2131,Push,"Customer exceeded the data cap in 1 of the last 3 months, is 48 days from renewal, logged a recent complaint.","Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 48 days - switch with no p",APPROVED,offline
97458364386,Data_AddOn_5GB,NBO,0.1353,SMS,Customer is an active Youth customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97456787749,Data_AddOn_5GB,NBO,0.1384,Call,Customer exceeded the data cap in 1 of the last 3 months.,AGENT: Customer exceeded the data cap in 1 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97452661793,Data_AddOn_5GB,NBO,0.2011,Push,Customer exceeded the data cap in 1 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97457576651,Data_AddOn_5GB,NBO,0.2141,SMS,Customer is 57 days from renewal.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457867218,Data_AddOn_5GB,NBO,0.214,Call,Customer exceeded the data cap in 3 of the last 3 months.,AGENT: Customer exceeded the data cap in 3 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97458466027,Retention_Save_25pct,Retention,0.2397,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 15 days from renewal.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 15 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97455987696,Data_AddOn_5GB,NBO,0.2028,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451428988,Data_AddOn_5GB,NBO,0.1278,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97455084752,Data_AddOn_5GB,NBO,0.2016,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455374857,Data_AddOn_5GB,NBO,0.1151,Push,Customer is an active Business customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453977590,Data_AddOn_5GB,NBO,0.1438,Push,Customer logged a recent complaint.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97458599600,Data_AddOn_5GB,NBO,0.1568,Push,Customer is an active Youth customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97457610734,Data_AddOn_5GB,NBO,0.1267,Email,Customer is an active Youth customer.,"Dear Customer,

Customer is an active Youth customer.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97454297291,Data_AddOn_5GB,NBO,0.2654,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455894287,Roaming_Daily_Pass,CrossSell,0.1815,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Add Roaming Daily Pass to get more from your plan. Reply YES. Ooredoo,APPROVED,offline
97458954647,Data_AddOn_5GB,NBO,0.2207,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 38 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453490706,Data_AddOn_5GB,NBO,0.2276,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (82% of cap).",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458542535,5G_Unlimited_Upgrade,Upsell,0.1875,Push,"Customer exceeded the data cap in 3 of the last 3 months, is a heavy data user (84% of cap).",You're using 84% of your data - 5G Unlimited Upgrade gives you more headroom - tap to activate.,APPROVED,offline
97459047252,5G_Unlimited_Upgrade,Upsell,0.1072,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

You're using 74% of your data - 5G Unlimited Upgrade gives you more headroom.

Ooredoo",APPROVED,offline
97456254224,Data_AddOn_5GB,NBO,0.1498,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457215140,Data_AddOn_5GB,NBO,0.1812,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97454737973,10GB_Aggressive_HVC,Retention,0.56,Call,"Customer exceeded the data cap in 3 of the last 3 months, is 45 days from renewal, shows elevated churn risk.","AGENT: Customer exceeded the data cap in 3 of the last 3 months, is 45 days from renewal, shows elevated churn risk. Recommend: Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 45 days - switch with no penalty.",SOFTENED,offline
97453202575,Data_AddOn_5GB,NBO,0.2525,Call,Customer is an active Mass customer.,AGENT: Customer is an active Mass customer. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97457611653,Data_AddOn_5GB,NBO,0.1843,Email,"Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97451464071,Data_AddOn_5GB,NBO,0.2128,Email,"Customer exceeded the data cap in 1 of the last 3 months, is 45 days from renewal.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, is 45 days from renewal.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97455381137,Data_AddOn_5GB,NBO,0.1252,Push,Customer exceeded the data cap in 1 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97455912216,Retention_Save_25pct,Retention,0.1803,Call,Customer is an active Business customer.,"AGENT: Customer is an active Business customer. Recommend: Based on your recent usage, our Retention Save 25pct keeps you covered.",APPROVED,offline
97458597626,Data_AddOn_5GB,NBO,0.1316,Push,Customer is an active Youth customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97454498472,Data_AddOn_5GB,NBO,0.1868,SMS,"Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97459369689,Retention_Save_25pct,Retention,0.2112,Push,Customer is 26 days from renewal.,"Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 26 days - switch with no p",APPROVED,offline
97452564718,Data_AddOn_5GB,NBO,0.2028,Push,"Customer exceeded the data cap in 3 of the last 3 months, is a heavy data user (82% of cap), is 29 days from renewal, logged a recent complaint.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97456139743,Data_AddOn_5GB,NBO,0.2151,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454813270,1GB_plus_100mins,NBO,0.1949,Call,Customer logged a recent complaint.,AGENT: Customer logged a recent complaint. Recommend: 1GB plus 100mins suits your usage.,APPROVED,offline
97455806425,10GB_Aggressive_HVC,Retention,0.3546,Push,Customer shows elevated churn risk.,"Based on your recent usage, our 10GB Aggressive HVC keeps you covered - tap to activate.",APPROVED,offline
97457609876,Data_AddOn_5GB,NBO,0.2134,SMS,Customer is an active Mass customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97453378837,Data_AddOn_5GB,NBO,0.1219,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97457123769,10GB_Aggressive_HVC,Retention,0.34,Push,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk.","Based on your recent usage, our 10GB Aggressive HVC keeps you covered - tap to activate.",SOFTENED,offline
97452524102,Data_AddOn_5GB,NBO,0.135,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453383366,Data_AddOn_5GB,NBO,0.2129,Call,Customer is an active Mass customer.,AGENT: Customer is an active Mass customer. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97453035848,Data_AddOn_5GB,NBO,0.2107,SMS,"Customer exceeded the data cap in 3 of the last 3 months, logged a recent complaint.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97456122930,Data_AddOn_5GB,NBO,0.2592,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 20 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97459593223,Data_AddOn_5GB,NBO,0.1257,SMS,Customer is a heavy data user (91% of cap).,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457691409,Retention_Save_25pct,Retention,0.1932,Email,"Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (81% of cap), is 39 days from renewal.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (81% of cap), is 39 days from renewal.

Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 39 days - switch with no penalty.

Ooredoo",APPROVED,offline
97451838003,Retention_Save_25pct,Retention,0.2071,Call,"Customer exceeded the data cap in 1 of the last 3 months, is 20 days from renewal.","AGENT: Customer exceeded the data cap in 1 of the last 3 months, is 20 days from renewal. Recommend: Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 20 days - switch with no penalty.",APPROVED,offline
97454433382,Data_AddOn_5GB,NBO,0.139,Push,Customer is an active Youth customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97459670178,Data_AddOn_5GB,NBO,0.1338,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454395049,Data_AddOn_5GB,NBO,0.2276,SMS,"Customer exceeded the data cap in 3 of the last 3 months, is a heavy data user (82% of cap).",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97451066150,Data_AddOn_5GB,NBO,0.2784,SMS,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk, logged a recent complaint.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458951632,Data_AddOn_5GB,NBO,0.2192,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458429645,Data_AddOn_5GB,NBO,0.2177,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 42 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457081687,Data_AddOn_5GB,NBO,0.1362,SMS,Customer is an active Youth customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97459948331,Data_AddOn_5GB,NBO,0.1459,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 27 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453547500,Retention_Save_25pct,Retention,0.1301,Email,"Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.

Based on your recent usage, our Retention Save 25pct keeps you covered.

Ooredoo",APPROVED,offline
97455193060,Data_AddOn_5GB,NBO,0.1361,Call,Customer is an active Business customer.,AGENT: Customer is an active Business customer. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97451134055,Data_AddOn_5GB,NBO,0.1937,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 36 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452841648,Data_AddOn_5GB,NBO,0.1296,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97458132508,Retention_Save_25pct,Retention,0.2307,Push,"Customer exceeded the data cap in 1 of the last 3 months, is 23 days from renewal.","Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 23 days - switch with no p",APPROVED,offline
97457437845,Retention_Save_25pct,Retention,0.2345,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 18 days from renewal.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 18 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97454828433,5G_Unlimited_Upgrade,Upsell,0.1256,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! You're using 69% of your data - 5G Unlimited Upgrade gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97453735264,Data_AddOn_5GB,NBO,0.2655,Call,Customer exceeded the data cap in 1 of the last 3 months.,AGENT: Customer exceeded the data cap in 1 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97455448748,Data_AddOn_5GB,NBO,0.1325,Call,Customer exceeded the data cap in 2 of the last 3 months.,AGENT: Customer exceeded the data cap in 2 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97458152747,Data_AddOn_5GB,NBO,0.1922,Call,Customer exceeded the data cap in 3 of the last 3 months.,AGENT: Customer exceeded the data cap in 3 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97455137270,Data_AddOn_5GB,NBO,0.0933,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455317922,Data_AddOn_5GB,NBO,0.2137,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97459847905,10GB_Aggressive_HVC,Retention,0.3282,SMS,"Customer is a heavy data user (86% of cap), shows elevated churn risk.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97458465373,5G_Unlimited_Upgrade,Upsell,0.1307,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! You're using 76% of your data - 5G Unlimited Upgrade gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97452020154,5G_Unlimited_Upgrade,Upsell,0.1872,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! You're using 69% of your data - 5G Unlimited Upgrade gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97459070924,Data_AddOn_5GB,NBO,0.1795,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97457843532,10GB_Aggressive_HVC,Retention,0.3653,Push,"Customer exceeded the data cap in 1 of the last 3 months, shows elevated churn risk.","Based on your recent usage, our 10GB Aggressive HVC keeps you covered - tap to activate.",SOFTENED,offline
97455945169,200mins_Upsell,Upsell,0.3099,SMS,Customer is a heavy data user (92% of cap).,Hi! You're using 92% of your data - 200mins Upsell gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97457733215,Data_AddOn_5GB,NBO,0.1507,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97459195810,Data_AddOn_5GB,NBO,0.2105,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97458904294,Data_AddOn_5GB,NBO,0.1905,Push,Customer is an active Mass customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97458185197,5G_Unlimited_Upgrade,Upsell,0.1673,SMS,Customer logged a recent complaint.,Hi! You're using 59% of your data - 5G Unlimited Upgrade gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97459171548,Data_AddOn_5GB,NBO,0.1275,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97457714301,10GB_Aggressive_HVC,Retention,0.3834,Call,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk, logged a recent complaint.","AGENT: Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk, logged a recent complaint. Recommend: Based on your recent usage, our 10GB Aggressive HVC keeps you covered.",SOFTENED,offline
97458969693,Data_AddOn_5GB,NBO,0.1775,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97452859582,Data_AddOn_5GB,NBO,0.1769,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97458744064,10GB_Aggressive_HVC,Retention,0.2335,SMS,"Customer is 46 days from renewal, shows elevated churn risk.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 46 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97453129885,Retention_Save_25pct,Retention,0.2887,Email,"Customer exceeded the data cap in 1 of the last 3 months, is 15 days from renewal.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, is 15 days from renewal.

Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 15 days - switch with no penalty.

Ooredoo",APPROVED,offline
97455720642,Data_AddOn_5GB,NBO,0.1214,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97451549239,Data_AddOn_5GB,NBO,0.181,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97459945309,Retention_Save_25pct,Retention,0.3492,SMS,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97456408753,Data_AddOn_5GB,NBO,0.2217,Push,"Customer exceeded the data cap in 2 of the last 3 months, is 41 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97454047569,10GB_Aggressive_HVC,Retention,0.3264,SMS,"Customer is 57 days from renewal, shows elevated churn risk.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 57 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97451785332,5G_Unlimited_Upgrade,Upsell,0.1761,Push,Customer exceeded the data cap in 3 of the last 3 months.,You're using 74% of your data - 5G Unlimited Upgrade gives you more headroom - tap to activate.,APPROVED,offline
97459555080,Data_AddOn_5GB,NBO,0.146,Push,Customer exceeded the data cap in 1 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451397710,Data_AddOn_5GB,NBO,0.2015,Call,Customer exceeded the data cap in 3 of the last 3 months.,AGENT: Customer exceeded the data cap in 3 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97457503216,Roaming_Daily_Pass,CrossSell,0.1735,Push,Customer exceeded the data cap in 3 of the last 3 months.,Add Roaming Daily Pass to get more from your plan - tap to activate.,APPROVED,offline
97455317048,Data_AddOn_5GB,NBO,0.2205,SMS,Customer is an active Mass customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454188729,Data_AddOn_5GB,NBO,0.1638,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 26 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455785956,Data_AddOn_5GB,NBO,0.1448,Call,"Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint.","AGENT: Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97456105724,Data_AddOn_5GB,NBO,0.1344,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97456025764,Data_AddOn_5GB,NBO,0.1933,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97458996198,Data_AddOn_5GB,NBO,0.2063,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97451910775,Data_AddOn_5GB,NBO,0.2528,SMS,"Customer exceeded the data cap in 3 of the last 3 months, is 35 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97456954878,Data_AddOn_5GB,NBO,0.1397,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97456927997,5G_Unlimited_Upgrade,Upsell,0.127,SMS,Customer is an active HVC customer.,Hi! You're using 74% of your data - 5G Unlimited Upgrade gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97451558924,Data_AddOn_5GB,NBO,0.3048,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (91% of cap), is 20 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454881185,Retention_Save_25pct,Retention,0.1654,SMS,Customer is an active Youth customer.,"Hi! Based on your recent usage, our Retention Save 25pct keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97456004998,Retention_Save_25pct,Retention,0.138,Email,Customer is an active Youth customer.,"Dear Customer,

Customer is an active Youth customer.

Based on your recent usage, our Retention Save 25pct keeps you covered.

Ooredoo",APPROVED,offline
97456166650,Retention_Save_25pct,Retention,0.1902,Call,Customer is 30 days from renewal.,"AGENT: Customer is 30 days from renewal. Recommend: Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 30 days - switch with no penalty.",APPROVED,offline
97456693075,Retention_Save_25pct,Retention,0.2976,Push,Customer is 14 days from renewal.,"Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 14 days - switch with no p",APPROVED,offline
